briefing_date,ticker,source,verdict,conviction,score,horizon_days,entry_date,entry_price,exit_date,exit_price,fwd_return_pct,bench_return_pct,excess_pct,outcome,correct,sub_valuation,sub_quality,sub_momentum,sub_risk
2026-07-12,OFH,w1,WEEKLY_BUY,weekly,15.29,5,2026-07-12,0.63,2026-07-19,0.719,14.13,4.46,9.67,graded,True,,,,
2026-07-12,OFH,w1,WEEKLY_BUY,weekly,15.29,21,2026-07-12,0.63,2026-08-11,0.907,43.97,16.78,27.19,graded,True,,,,
2026-07-12,EFIH,w1,WEEKLY_BUY,weekly,13.78,5,2026-07-12,22.45,2026-07-19,22.15,-1.34,4.46,-5.8,graded,False,,,,
2026-07-12,EFIH,w1,WEEKLY_BUY,weekly,13.78,21,2026-07-12,22.45,2026-08-11,23.57,4.99,16.78,-11.79,graded,False,,,,
2026-07-12,ZMID,w1,WEEKLY_BUY,weekly,12.57,5,2026-07-12,7.26,2026-07-19,7.62,4.96,4.46,0.5,graded,True,,,,
2026-07-12,ZMID,w1,WEEKLY_BUY,weekly,12.57,21,2026-07-12,7.26,2026-08-11,7.68,5.79,16.78,-10.99,graded,False,,,,
2026-07-12,COMI,w1,WEEKLY_BUY,weekly,10.92,5,2026-07-12,136.9,2026-07-19,136.6,-0.22,4.46,-4.68,graded,False,,,,
2026-07-12,COMI,w1,WEEKLY_BUY,weekly,10.92,21,2026-07-12,136.9,2026-08-11,139.99,2.26,16.78,-14.52,graded,False,,,,
2026-07-13,AMER,v8b,HOLD,medium,54.5,5,2026-07-13,3.19,2026-07-20,4.24,32.92,4.15,28.76,graded,,50.0,62.0,70.0,35.0
2026-07-13,AMER,v8b,HOLD,medium,54.5,21,2026-07-13,3.19,2026-08-12,6.5,103.76,16.25,87.51,graded,,50.0,62.0,70.0,35.0
2026-07-13,CIRA,v8b,HOLD,medium,58.0,5,2026-07-13,32.02,2026-07-20,31.6,-1.31,4.15,-5.46,graded,,50.0,75.0,56.9,50.0
2026-07-13,CIRA,v8b,HOLD,medium,58.0,21,2026-07-13,32.02,2026-08-12,38.23,19.39,16.25,3.15,graded,,50.0,75.0,56.9,50.0
2026-07-13,ETEL,v8b,HOLD,medium,58.7,5,2026-07-13,97.25,2026-07-20,103.61,6.54,4.15,2.39,graded,,50.0,62.0,85.0,40.0
2026-07-13,ETEL,v8b,HOLD,medium,58.7,21,2026-07-13,97.25,2026-08-12,114.0,17.22,16.25,0.98,graded,,50.0,62.0,85.0,40.0
2026-07-13,ALCN,v8b,HOLD,medium,62.9,5,2026-07-13,29.5,2026-07-20,29.75,0.85,4.15,-3.3,graded,,50.0,75.0,80.0,50.0
2026-07-13,ALCN,v8b,HOLD,medium,62.9,21,2026-07-13,29.5,2026-08-12,31.9,8.14,16.25,-8.11,graded,,50.0,75.0,80.0,50.0
2026-07-13,BIOC,v8b,HOLD,medium,58.7,5,2026-07-13,73.41,2026-07-20,110.7,50.8,4.15,46.65,graded,,50.0,62.0,72.0,55.0
2026-07-13,BIOC,v8b,HOLD,medium,58.7,21,2026-07-13,73.41,2026-08-12,521.01,609.73,16.25,593.48,graded,,50.0,62.0,72.0,55.0
2026-07-13,AMER,w1,WEEKLY_BUY,weekly,39.76,5,2026-07-13,3.19,2026-07-20,4.24,32.92,4.15,28.76,graded,True,,,,
2026-07-13,AMER,w1,WEEKLY_BUY,weekly,39.76,21,2026-07-13,3.19,2026-08-12,6.5,103.76,16.25,87.51,graded,True,,,,
2026-07-13,CIRA,w1,WEEKLY_BUY,weekly,18.73,5,2026-07-13,32.02,2026-07-20,31.6,-1.31,4.15,-5.46,graded,False,,,,
2026-07-13,CIRA,w1,WEEKLY_BUY,weekly,18.73,21,2026-07-13,32.02,2026-08-12,38.23,19.39,16.25,3.15,graded,True,,,,
2026-07-13,ETEL,w1,WEEKLY_BUY,weekly,15.13,5,2026-07-13,97.25,2026-07-20,103.61,6.54,4.15,2.39,graded,True,,,,
2026-07-13,ETEL,w1,WEEKLY_BUY,weekly,15.13,21,2026-07-13,97.25,2026-08-12,114.0,17.22,16.25,0.98,graded,True,,,,
2026-07-13,ALCN,w1,WEEKLY_BUY,weekly,12.92,5,2026-07-13,29.5,2026-07-20,29.75,0.85,4.15,-3.3,graded,False,,,,
2026-07-13,ALCN,w1,WEEKLY_BUY,weekly,12.92,21,2026-07-13,29.5,2026-08-12,31.9,8.14,16.25,-8.11,graded,False,,,,
2026-07-13,BIOC,w1,WEEKLY_BUY,weekly,12.44,5,2026-07-13,73.41,2026-07-20,110.7,50.8,4.15,46.65,graded,True,,,,
2026-07-13,BIOC,w1,WEEKLY_BUY,weekly,12.44,21,2026-07-13,73.41,2026-08-12,521.01,609.73,16.25,593.48,graded,True,,,,
2026-07-14,AMER,v8b,HOLD,medium,54.3,5,2026-07-14,3.54,2026-07-21,4.25,20.06,3.28,16.77,graded,,50.0,62.0,68.9,35.0
2026-07-14,AMER,v8b,HOLD,medium,54.3,21,2026-07-14,3.54,2026-08-15,6.5,83.62,14.89,68.73,graded,,50.0,62.0,68.9,35.0
2026-07-14,CIRA,v8b,HOLD,medium,60.3,5,2026-07-14,32.77,2026-07-21,31.69,-3.3,3.28,-6.58,graded,,50.0,75.0,63.7,55.0
2026-07-14,CIRA,v8b,HOLD,medium,60.3,21,2026-07-14,32.77,2026-08-15,38.23,16.66,14.89,1.77,graded,,50.0,75.0,63.7,55.0
2026-07-14,ZMID,v8b,HOLD,medium,61.7,5,2026-07-14,7.28,2026-07-21,7.41,1.79,3.28,-1.5,graded,,50.0,75.0,70.0,55.0
2026-07-14,ZMID,v8b,HOLD,medium,61.7,21,2026-07-14,7.28,2026-08-15,7.68,5.49,14.89,-9.39,graded,,50.0,75.0,70.0,55.0
2026-07-14,MOIL,v8b,HOLD,medium,58.9,5,2026-07-14,0.533,2026-07-21,0.59,10.69,3.28,7.41,graded,,50.0,75.0,57.0,55.0
2026-07-14,MOIL,v8b,HOLD,medium,58.9,21,2026-07-14,0.533,2026-08-15,0.674,26.45,14.89,11.57,graded,,50.0,75.0,57.0,55.0
2026-07-14,CCAP,v8b,HOLD,medium,59.7,5,2026-07-14,5.42,2026-07-21,5.51,1.66,3.28,-1.62,graded,,50.0,62.0,81.0,50.0
2026-07-14,CCAP,v8b,HOLD,medium,59.7,21,2026-07-14,5.42,2026-08-15,5.29,-2.4,14.89,-17.29,graded,,50.0,62.0,81.0,50.0
2026-07-14,AMER,w1,WEEKLY_BUY,weekly,40.08,5,2026-07-14,3.54,2026-07-21,4.25,20.06,3.28,16.77,graded,True,,,,
2026-07-14,AMER,w1,WEEKLY_BUY,weekly,40.08,21,2026-07-14,3.54,2026-08-15,6.5,83.62,14.89,68.73,graded,True,,,,
2026-07-14,CIRA,w1,WEEKLY_BUY,weekly,16.7,5,2026-07-14,32.77,2026-07-21,31.69,-3.3,3.28,-6.58,graded,False,,,,
2026-07-14,CIRA,w1,WEEKLY_BUY,weekly,16.7,21,2026-07-14,32.77,2026-08-15,38.23,16.66,14.89,1.77,graded,True,,,,
2026-07-14,ZMID,w1,WEEKLY_BUY,weekly,15.13,5,2026-07-14,7.28,2026-07-21,7.41,1.79,3.28,-1.5,graded,False,,,,
2026-07-14,ZMID,w1,WEEKLY_BUY,weekly,15.13,21,2026-07-14,7.28,2026-08-15,7.68,5.49,14.89,-9.39,graded,False,,,,
2026-07-14,MOIL,w1,WEEKLY_BUY,weekly,14.53,5,2026-07-14,0.533,2026-07-21,0.59,10.69,3.28,7.41,graded,True,,,,
2026-07-14,MOIL,w1,WEEKLY_BUY,weekly,14.53,21,2026-07-14,0.533,2026-08-15,0.674,26.45,14.89,11.57,graded,True,,,,
2026-07-14,CCAP,w1,WEEKLY_BUY,weekly,13.85,5,2026-07-14,5.42,2026-07-21,5.51,1.66,3.28,-1.62,graded,False,,,,
2026-07-14,CCAP,w1,WEEKLY_BUY,weekly,13.85,21,2026-07-14,5.42,2026-08-15,5.29,-2.4,14.89,-17.29,graded,False,,,,
2026-07-15,AMER,v8b,HOLD,medium,53.9,5,2026-07-15,3.88,2026-07-25,4.26,9.79,3.27,6.52,graded,,50.0,62.0,67.1,35.0
2026-07-15,AMER,v8b,HOLD,medium,53.9,21,2026-07-15,3.88,2026-08-16,6.75,73.97,15.74,58.23,graded,,50.0,62.0,67.1,35.0
2026-07-15,CIRA,v8b,HOLD,medium,57.7,5,2026-07-15,32.0,2026-07-25,31.86,-0.44,3.27,-3.71,graded,,50.0,75.0,51.1,55.0
2026-07-15,CIRA,v8b,HOLD,medium,57.7,21,2026-07-15,32.0,2026-08-16,37.3,16.56,15.74,0.83,graded,,50.0,75.0,51.1,55.0
2026-07-15,AMOC,v8b,HOLD,medium,55.5,5,2026-07-15,8.21,2026-07-25,8.36,1.83,3.27,-1.44,graded,,50.0,62.0,57.0,55.0
2026-07-15,AMOC,v8b,HOLD,medium,55.5,21,2026-07-15,8.21,2026-08-16,11.59,41.17,15.74,25.43,graded,,50.0,62.0,57.0,55.0
2026-07-15,CCAP,v8b,HOLD,medium,58.3,5,2026-07-15,5.43,2026-07-25,5.53,1.84,3.27,-1.43,graded,,50.0,62.0,74.4,50.0
2026-07-15,CCAP,v8b,HOLD,medium,58.3,21,2026-07-15,5.43,2026-08-16,5.36,-1.29,15.74,-17.03,graded,,50.0,62.0,74.4,50.0
2026-07-15,EGCH,v8b,HOLD,medium,61.2,5,2026-07-15,13.3,2026-07-25,12.9,-3.01,3.27,-6.28,graded,,50.0,75.0,72.0,50.0
2026-07-15,EGCH,v8b,HOLD,medium,61.2,21,2026-07-15,13.3,2026-08-16,14.22,6.92,15.74,-8.82,graded,,50.0,75.0,72.0,50.0
2026-07-15,AMER,w1,WEEKLY_BUY,weekly,23.79,5,2026-07-15,3.88,2026-07-25,4.26,9.79,3.27,6.52,graded,True,,,,
2026-07-15,AMER,w1,WEEKLY_BUY,weekly,23.79,21,2026-07-15,3.88,2026-08-16,6.75,73.97,15.74,58.23,graded,True,,,,
2026-07-15,CIRA,w1,WEEKLY_BUY,weekly,20.46,5,2026-07-15,32.0,2026-07-25,31.86,-0.44,3.27,-3.71,graded,False,,,,
2026-07-15,CIRA,w1,WEEKLY_BUY,weekly,20.46,21,2026-07-15,32.0,2026-08-16,37.3,16.56,15.74,0.83,graded,True,,,,
2026-07-15,AMOC,w1,WEEKLY_BUY,weekly,15.75,5,2026-07-15,8.21,2026-07-25,8.36,1.83,3.27,-1.44,graded,False,,,,
2026-07-15,AMOC,w1,WEEKLY_BUY,weekly,15.75,21,2026-07-15,8.21,2026-08-16,11.59,41.17,15.74,25.43,graded,True,,,,
2026-07-15,CCAP,w1,WEEKLY_BUY,weekly,14.18,5,2026-07-15,5.43,2026-07-25,5.53,1.84,3.27,-1.43,graded,False,,,,
2026-07-15,CCAP,w1,WEEKLY_BUY,weekly,14.18,21,2026-07-15,5.43,2026-08-16,5.36,-1.29,15.74,-17.03,graded,False,,,,
2026-07-15,EGCH,w1,WEEKLY_BUY,weekly,12.19,5,2026-07-15,13.3,2026-07-25,12.9,-3.01,3.27,-6.28,graded,False,,,,
2026-07-15,EGCH,w1,WEEKLY_BUY,weekly,12.19,21,2026-07-15,13.3,2026-08-16,14.22,6.92,15.74,-8.82,graded,False,,,,
2026-07-16,AMER,v8b,HOLD,medium,53.1,5,2026-07-18,4.2,2026-07-26,4.57,8.81,3.36,5.45,graded,,50.0,62.0,63.5,35.0
2026-07-16,AMER,v8b,HOLD,medium,53.1,21,2026-07-18,4.2,2026-08-17,6.41,52.62,14.95,37.67,graded,,50.0,62.0,63.5,35.0
2026-07-16,CIRA,v8b,HOLD,medium,57.6,5,2026-07-18,31.2,2026-07-26,34.0,8.97,3.36,5.62,graded,,50.0,75.0,50.9,55.0
2026-07-16,CIRA,v8b,HOLD,medium,57.6,21,2026-07-18,31.2,2026-08-17,37.45,20.03,14.95,5.08,graded,,50.0,75.0,50.9,55.0
2026-07-16,BIOC,v8b,HOLD,medium,57.3,5,2026-07-18,126.84,2026-07-26,142.8,12.58,3.36,9.23,graded,,50.0,62.0,69.7,50.0
2026-07-16,BIOC,v8b,HOLD,medium,57.3,21,2026-07-18,126.84,2026-08-17,495.0,290.26,14.95,275.3,graded,,50.0,62.0,69.7,50.0
2026-07-16,ZMID,v8b,HOLD,medium,63.8,5,2026-07-18,7.5,2026-07-26,7.69,2.53,3.36,-0.82,graded,,50.0,75.0,80.0,55.0
2026-07-16,ZMID,v8b,HOLD,medium,63.8,21,2026-07-18,7.5,2026-08-17,7.43,-0.93,14.95,-15.88,graded,,50.0,75.0,80.0,55.0
2026-07-16,MASR,v8b,HOLD,medium,53.7,5,2026-07-18,8.39,2026-07-26,7.99,-4.77,3.36,-8.12,graded,,50.0,62.0,52.8,50.0
2026-07-16,MASR,v8b,HOLD,medium,53.7,21,2026-07-18,8.39,2026-08-17,7.6,-9.42,14.95,-24.37,graded,,50.0,62.0,52.8,50.0
2026-07-16,AMER,w1,WEEKLY_BUY,weekly,35.77,5,2026-07-18,4.2,2026-07-26,4.57,8.81,3.36,5.45,graded,True,,,,
2026-07-16,AMER,w1,WEEKLY_BUY,weekly,35.77,21,2026-07-18,4.2,2026-08-17,6.41,52.62,14.95,37.67,graded,True,,,,
2026-07-16,CIRA,w1,WEEKLY_BUY,weekly,24.85,5,2026-07-18,31.2,2026-07-26,34.0,8.97,3.36,5.62,graded,True,,,,
2026-07-16,CIRA,w1,WEEKLY_BUY,weekly,24.85,21,2026-07-18,31.2,2026-08-17,37.45,20.03,14.95,5.08,graded,True,,,,
2026-07-16,BIOC,w1,WEEKLY_BUY,weekly,23.33,5,2026-07-18,126.84,2026-07-26,142.8,12.58,3.36,9.23,graded,True,,,,
2026-07-16,BIOC,w1,WEEKLY_BUY,weekly,23.33,21,2026-07-18,126.84,2026-08-17,495.0,290.26,14.95,275.3,graded,True,,,,
2026-07-16,ZMID,w1,WEEKLY_BUY,weekly,19.23,5,2026-07-18,7.5,2026-07-26,7.69,2.53,3.36,-0.82,graded,False,,,,
2026-07-16,ZMID,w1,WEEKLY_BUY,weekly,19.23,21,2026-07-18,7.5,2026-08-17,7.43,-0.93,14.95,-15.88,graded,False,,,,
2026-07-16,MASR,w1,WEEKLY_BUY,weekly,18.45,5,2026-07-18,8.39,2026-07-26,7.99,-4.77,3.36,-8.12,graded,False,,,,
2026-07-16,MASR,w1,WEEKLY_BUY,weekly,18.45,21,2026-07-18,8.39,2026-08-17,7.6,-9.42,14.95,-24.37,graded,False,,,,
2026-07-19,BIOC,v8b,HOLD,medium,52.3,5,2026-07-19,118.0,2026-07-27,166.5,41.1,1.98,39.12,graded,,50.0,62.0,59.5,35.0
2026-07-19,BIOC,v8b,HOLD,medium,52.3,21,2026-07-19,118.0,2026-08-18,473.0,300.85,12.26,288.59,graded,,50.0,62.0,59.5,35.0
2026-07-19,AMER,v8b,HOLD,medium,52.3,5,2026-07-19,4.01,2026-07-27,4.62,15.21,1.98,13.23,graded,,50.0,62.0,59.5,35.0
2026-07-19,AMER,v8b,HOLD,medium,52.3,21,2026-07-19,4.01,2026-08-18,6.05,50.87,12.26,38.62,graded,,50.0,62.0,59.5,35.0
2026-07-19,CIRA,v8b,HOLD,medium,58.3,5,2026-07-19,31.51,2026-07-27,35.8,13.61,1.98,11.64,graded,,50.0,75.0,54.1,55.0
2026-07-19,CIRA,v8b,HOLD,medium,58.3,21,2026-07-19,31.51,2026-08-18,37.64,19.45,12.26,7.2,graded,,50.0,75.0,54.1,55.0
2026-07-19,ZMID,v8b,HOLD,medium,61.7,5,2026-07-19,7.62,2026-07-27,7.65,0.39,1.98,-1.58,graded,,50.0,75.0,70.0,55.0
2026-07-19,ZMID,v8b,HOLD,medium,61.7,21,2026-07-19,7.62,2026-08-18,7.91,3.81,12.26,-8.45,graded,,50.0,75.0,70.0,55.0
2026-07-19,MASR,v8b,HOLD,medium,54.4,5,2026-07-19,8.35,2026-07-27,8.05,-3.59,1.98,-5.57,graded,,50.0,62.0,56.2,50.0
2026-07-19,MASR,v8b,HOLD,medium,54.4,21,2026-07-19,8.35,2026-08-18,7.67,-8.14,12.26,-20.4,graded,,50.0,62.0,56.2,50.0
2026-07-19,BIOC,w1,WEEKLY_BUY,weekly,51.34,5,2026-07-19,118.0,2026-07-27,166.5,41.1,1.98,39.12,graded,True,,,,
2026-07-19,BIOC,w1,WEEKLY_BUY,weekly,51.34,21,2026-07-19,118.0,2026-08-18,473.0,300.85,12.26,288.59,graded,True,,,,
2026-07-19,AMER,w1,WEEKLY_BUY,weekly,37.86,5,2026-07-19,4.01,2026-07-27,4.62,15.21,1.98,13.23,graded,True,,,,
2026-07-19,AMER,w1,WEEKLY_BUY,weekly,37.86,21,2026-07-19,4.01,2026-08-18,6.05,50.87,12.26,38.62,graded,True,,,,
2026-07-19,CIRA,w1,WEEKLY_BUY,weekly,19.77,5,2026-07-19,31.51,2026-07-27,35.8,13.61,1.98,11.64,graded,True,,,,
2026-07-19,CIRA,w1,WEEKLY_BUY,weekly,19.77,21,2026-07-19,31.51,2026-08-18,37.64,19.45,12.26,7.2,graded,True,,,,
2026-07-19,ZMID,w1,WEEKLY_BUY,weekly,18.72,5,2026-07-19,7.62,2026-07-27,7.65,0.39,1.98,-1.58,graded,False,,,,
2026-07-19,ZMID,w1,WEEKLY_BUY,weekly,18.72,21,2026-07-19,7.62,2026-08-18,7.91,3.81,12.26,-8.45,graded,False,,,,
2026-07-19,MASR,w1,WEEKLY_BUY,weekly,18.11,5,2026-07-19,8.35,2026-07-27,8.05,-3.59,1.98,-5.57,graded,False,,,,
2026-07-19,MASR,w1,WEEKLY_BUY,weekly,18.11,21,2026-07-19,8.35,2026-08-18,7.67,-8.14,12.26,-20.4,graded,False,,,,
2026-07-20,BIOC,v8b,REDUCE,medium,49.2,5,2026-07-20,110.7,2026-07-28,199.8,80.49,1.96,78.53,graded,False,50.0,62.0,44.9,35.0
2026-07-20,BIOC,v8b,REDUCE,medium,49.2,21,2026-07-20,110.7,2026-08-19,425.03,283.95,12.16,271.79,graded,False,50.0,62.0,44.9,35.0
2026-07-20,AMER,v8b,HOLD,medium,50.7,5,2026-07-20,4.24,2026-07-28,4.71,11.08,1.96,9.13,graded,,50.0,62.0,51.9,35.0
2026-07-20,AMER,v8b,HOLD,medium,50.7,21,2026-07-20,4.24,2026-08-19,5.74,35.38,12.16,23.22,graded,,50.0,62.0,51.9,35.0
2026-07-20,SCEM,v8b,HOLD,medium,58.9,5,2026-07-20,77.4,2026-07-28,84.1,8.66,1.96,6.7,graded,,50.0,75.0,57.0,55.0
2026-07-20,SCEM,v8b,HOLD,medium,58.9,21,2026-07-20,77.4,2026-08-19,100.0,29.2,12.16,17.04,graded,,50.0,75.0,57.0,55.0
2026-07-20,DSCW,v8b,HOLD,medium,58.9,5,2026-07-20,1.99,2026-07-28,1.95,-2.01,1.96,-3.97,graded,,50.0,75.0,57.0,55.0
2026-07-20,DSCW,v8b,HOLD,medium,58.9,21,2026-07-20,1.99,2026-08-19,1.92,-3.52,12.16,-15.67,graded,,50.0,75.0,57.0,55.0
2026-07-20,OFH,v8b,HOLD,medium,61.7,5,2026-07-20,0.707,2026-07-28,0.716,1.27,1.96,-0.69,graded,,50.0,75.0,70.0,55.0
2026-07-20,OFH,v8b,HOLD,medium,61.7,21,2026-07-20,0.707,2026-08-19,0.914,29.28,12.16,17.12,graded,,50.0,75.0,70.0,55.0
2026-07-20,BIOC,w1,WEEKLY_BUY,weekly,85.8,5,2026-07-20,110.7,2026-07-28,199.8,80.49,1.96,78.53,graded,True,,,,
2026-07-20,BIOC,w1,WEEKLY_BUY,weekly,85.8,21,2026-07-20,110.7,2026-08-19,425.03,283.95,12.16,271.79,graded,True,,,,
2026-07-20,AMER,w1,WEEKLY_BUY,weekly,44.37,5,2026-07-20,4.24,2026-07-28,4.71,11.08,1.96,9.13,graded,True,,,,
2026-07-20,AMER,w1,WEEKLY_BUY,weekly,44.37,21,2026-07-20,4.24,2026-08-19,5.74,35.38,12.16,23.22,graded,True,,,,
2026-07-20,SCEM,w1,WEEKLY_BUY,weekly,22.32,5,2026-07-20,77.4,2026-07-28,84.1,8.66,1.96,6.7,graded,True,,,,
2026-07-20,SCEM,w1,WEEKLY_BUY,weekly,22.32,21,2026-07-20,77.4,2026-08-19,100.0,29.2,12.16,17.04,graded,True,,,,
2026-07-20,DSCW,w1,WEEKLY_BUY,weekly,18.89,5,2026-07-20,1.99,2026-07-28,1.95,-2.01,1.96,-3.97,graded,False,,,,
2026-07-20,DSCW,w1,WEEKLY_BUY,weekly,18.89,21,2026-07-20,1.99,2026-08-19,1.92,-3.52,12.16,-15.67,graded,False,,,,
2026-07-20,OFH,w1,WEEKLY_BUY,weekly,18.4,5,2026-07-20,0.707,2026-07-28,0.716,1.27,1.96,-0.69,graded,False,,,,
2026-07-20,OFH,w1,WEEKLY_BUY,weekly,18.4,21,2026-07-20,0.707,2026-08-19,0.914,29.28,12.16,17.12,graded,True,,,,
2026-07-21,BIOC,v8b,HOLD,medium,50.5,5,2026-07-21,121.7,2026-07-29,239.76,97.01,0.53,96.48,graded,,50.0,62.0,51.1,35.0
2026-07-21,BIOC,v8b,HOLD,medium,50.5,21,2026-07-21,121.7,,,,,,pending,,50.0,62.0,51.1,35.0
2026-07-21,SCEM,v8b,HOLD,medium,58.9,5,2026-07-21,81.4,2026-07-29,80.1,-1.6,0.53,-2.13,graded,,50.0,75.0,57.0,55.0
2026-07-21,SCEM,v8b,HOLD,medium,58.9,21,2026-07-21,81.4,,,,,,pending,,50.0,75.0,57.0,55.0
2026-07-21,AMER,v8b,HOLD,medium,51.2,5,2026-07-21,4.25,2026-07-29,4.5,5.88,0.53,5.35,graded,,50.0,62.0,54.3,35.0
2026-07-21,AMER,v8b,HOLD,medium,51.2,21,2026-07-21,4.25,,,,,,pending,,50.0,62.0,54.3,35.0
2026-07-21,OFH,v8b,HOLD,medium,61.7,5,2026-07-21,0.719,2026-07-29,0.701,-2.5,0.53,-3.04,graded,,50.0,75.0,70.0,55.0
2026-07-21,OFH,v8b,HOLD,medium,61.7,21,2026-07-21,0.719,,,,,,pending,,50.0,75.0,70.0,55.0
2026-07-21,DSCW,v8b,HOLD,medium,58.9,5,2026-07-21,1.96,2026-07-29,1.95,-0.51,0.53,-1.04,graded,,50.0,75.0,57.0,55.0
2026-07-21,DSCW,v8b,HOLD,medium,58.9,21,2026-07-21,1.96,,,,,,pending,,50.0,75.0,57.0,55.0
2026-07-21,BIOC,w1,WEEKLY_BUY,weekly,78.81,5,2026-07-21,121.7,2026-07-29,239.76,97.01,0.53,96.48,graded,True,,,,
2026-07-21,BIOC,w1,WEEKLY_BUY,weekly,78.81,21,2026-07-21,121.7,,,,,,pending,,,,,
2026-07-21,SCEM,w1,WEEKLY_BUY,weekly,34.49,5,2026-07-21,81.4,2026-07-29,80.1,-1.6,0.53,-2.13,graded,False,,,,
2026-07-21,SCEM,w1,WEEKLY_BUY,weekly,34.49,21,2026-07-21,81.4,,,,,,pending,,,,,
2026-07-21,AMER,w1,WEEKLY_BUY,weekly,31.24,5,2026-07-21,4.25,2026-07-29,4.5,5.88,0.53,5.35,graded,True,,,,
2026-07-21,AMER,w1,WEEKLY_BUY,weekly,31.24,21,2026-07-21,4.25,,,,,,pending,,,,,
2026-07-21,OFH,w1,WEEKLY_BUY,weekly,24.45,5,2026-07-21,0.719,2026-07-29,0.701,-2.5,0.53,-3.04,graded,False,,,,
2026-07-21,OFH,w1,WEEKLY_BUY,weekly,24.45,21,2026-07-21,0.719,,,,,,pending,,,,,
2026-07-21,DSCW,w1,WEEKLY_BUY,weekly,15.22,5,2026-07-21,1.96,2026-07-29,1.95,-0.51,0.53,-1.04,graded,False,,,,
2026-07-21,DSCW,w1,WEEKLY_BUY,weekly,15.22,21,2026-07-21,1.96,,,,,,pending,,,,,
2026-07-22,BIOC,v8b,HOLD,medium,51.5,5,2026-07-25,119.0,2026-08-01,287.71,141.77,2.49,139.28,graded,,50.0,62.0,55.9,35.0
2026-07-22,BIOC,v8b,HOLD,medium,51.5,21,2026-07-25,119.0,,,,,,pending,,50.0,62.0,55.9,35.0
2026-07-22,AMER,v8b,HOLD,medium,50.5,5,2026-07-25,4.26,2026-08-01,4.86,14.08,2.49,11.59,graded,,50.0,62.0,51.1,35.0
2026-07-22,AMER,v8b,HOLD,medium,50.5,21,2026-07-25,4.26,,,,,,pending,,50.0,62.0,51.1,35.0
2026-07-22,SCEM,v8b,HOLD,medium,58.9,5,2026-07-25,81.19,2026-08-01,77.6,-4.42,2.49,-6.91,graded,,50.0,75.0,57.0,55.0
2026-07-22,SCEM,v8b,HOLD,medium,58.9,21,2026-07-25,81.19,,,,,,pending,,50.0,75.0,57.0,55.0
2026-07-22,DSCW,v8b,HOLD,medium,58.9,5,2026-07-25,1.97,2026-08-01,1.98,0.51,2.49,-1.99,graded,,50.0,75.0,57.0,55.0
2026-07-22,DSCW,v8b,HOLD,medium,58.9,21,2026-07-25,1.97,,,,,,pending,,50.0,75.0,57.0,55.0
2026-07-22,MOIL,v8b,HOLD,medium,58.9,5,2026-07-25,0.618,2026-08-01,0.679,9.87,2.49,7.38,graded,,50.0,75.0,57.0,55.0
2026-07-22,MOIL,v8b,HOLD,medium,58.9,21,2026-07-25,0.618,,,,,,pending,,50.0,75.0,57.0,55.0
2026-07-22,BIOC,w1,WEEKLY_BUY,weekly,70.05,5,2026-07-25,119.0,2026-08-01,287.71,141.77,2.49,139.28,graded,True,,,,
2026-07-22,BIOC,w1,WEEKLY_BUY,weekly,70.05,21,2026-07-25,119.0,,,,,,pending,,,,,
2026-07-22,AMER,w1,WEEKLY_BUY,weekly,45.63,5,2026-07-25,4.26,2026-08-01,4.86,14.08,2.49,11.59,graded,True,,,,
2026-07-22,AMER,w1,WEEKLY_BUY,weekly,45.63,21,2026-07-25,4.26,,,,,,pending,,,,,
2026-07-22,SCEM,w1,WEEKLY_BUY,weekly,36.24,5,2026-07-25,81.19,2026-08-01,77.6,-4.42,2.49,-6.91,graded,False,,,,
2026-07-22,SCEM,w1,WEEKLY_BUY,weekly,36.24,21,2026-07-25,81.19,,,,,,pending,,,,,
2026-07-22,DSCW,w1,WEEKLY_BUY,weekly,16.84,5,2026-07-25,1.97,2026-08-01,1.98,0.51,2.49,-1.99,graded,False,,,,
2026-07-22,DSCW,w1,WEEKLY_BUY,weekly,16.84,21,2026-07-25,1.97,,,,,,pending,,,,,
2026-07-22,MOIL,w1,WEEKLY_BUY,weekly,16.06,5,2026-07-25,0.618,2026-08-01,0.679,9.87,2.49,7.38,graded,True,,,,
2026-07-22,MOIL,w1,WEEKLY_BUY,weekly,16.06,21,2026-07-25,0.618,,,,,,pending,,,,,
2026-07-23,BIOC,v8b,REDUCE,medium,48.0,5,2026-07-25,119.0,2026-08-01,287.71,141.77,2.49,139.28,graded,False,50.0,62.0,47.9,25.0
2026-07-23,BIOC,v8b,REDUCE,medium,48.0,21,2026-07-25,119.0,,,,,,pending,,50.0,62.0,47.9,25.0
2026-07-23,SCEM,v8b,HOLD,medium,58.9,5,2026-07-25,81.19,2026-08-01,77.6,-4.42,2.49,-6.91,graded,,50.0,75.0,57.0,55.0
2026-07-23,SCEM,v8b,HOLD,medium,58.9,21,2026-07-25,81.19,,,,,,pending,,50.0,75.0,57.0,55.0
2026-07-23,SKPC,v8b,HOLD,medium,59.6,5,2026-07-25,16.0,2026-08-01,15.89,-0.69,2.49,-3.18,graded,,50.0,75.0,60.0,55.0
2026-07-23,SKPC,v8b,HOLD,medium,59.6,21,2026-07-25,16.0,,,,,,pending,,50.0,75.0,60.0,55.0
2026-07-23,OFH,v8b,HOLD,medium,61.7,5,2026-07-25,0.715,2026-08-01,0.725,1.4,2.49,-1.09,graded,,50.0,75.0,70.0,55.0
